"","Suburb","Type","SellerG","Postcode","Bedroom","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Latitude","Longtitude","Price"
"888","Toorak","h","Marshall",3142,3,2,1,363,215,1935,-37.8445,145.0182,3270000
"889","Toorak","t","Kay",3142,3,2,2,117,214,2000,-37.8343,145.0112,1550000
"890","Toorak","h","Kay",3142,3,2,2,600,205,1967,-37.8332,145.0117,2820000
"891","Toorak","h","Castran",3142,3,3,2,575,205,1930,-37.8375,145.0092,2250000
"892","Toorak","u","Jellis",3142,4,2,2,0,185,2014,-37.8512,145.0282,2205000
"893","Toorak","h","RT",3142,3,2,1,230,181,1930,-37.84387,145.00687,2300000
"894","Toorak","u","Scott",3142,3,2,2,0,176,1930,-37.8404,145.01425,1860000
"895","Toorak","h","Castran",3142,3,2,1,268,139,1900,-37.8369,145.0072,1900000
"896","Toorak","t","Marshall",3142,3,2,2,0,136,1980,-37.842,145.0046,910000
"897","Toorak","h","RT",3142,3,1,0,889,135,1943,-37.8328,145.0065,1435000
"898","Toorak","u","Castran",3142,3,2,1,187,133,1940,-37.84297,145.01819,1350000
"899","Toorak","t","Gary",3142,3,2,1,3,131,1970,-37.8474,145.0125,1320000
"900","Toorak","u","Rodney",3142,3,2,1,0,126,1935,-37.8429,145.0227,1100000
"901","Toorak","u","Marshall",3142,2,2,2,586,119,1990,-37.8427,145.0236,1010000
"902","Toorak","u","Marshall",3142,2,2,2,586,119,1990,-37.84266,145.02355,1140000
"903","Toorak","h","Kay",3142,3,1,0,222,118,1920,-37.8448,145.0055,1689000
"904","Toorak","u","RT",3142,2,2,2,0,109,1970,-37.8371,145.0066,925000
"905","Toorak","u","hockingstuart",3142,3,1,1,57,107,1960,-37.8371,145.012,950000
"906","Toorak","u","Rodney",3142,2,1,1,1816,105,1960,-37.8389,145.0141,655000
"907","Toorak","u","Jellis",3142,2,2,2,0,94,1980,-37.842,145.0046,810000
"908","Toorak","u","hockingstuart",3142,3,1,1,1678,94,1940,-37.8384,145.0178,840000
"909","Toorak","u","Jellis",3142,2,1,1,0,84,1935,-37.83241,145.00705,735000
"910","Toorak","u","Prowse",3142,2,1,1,0,83,1960,-37.8416,145.0313,690000
"911","Toorak","u","Jellis",3142,2,1,1,0,82,1950,-37.8424,145.0184,525000
"912","Toorak","u","Morleys",3142,2,1,2,0,68,1970,-37.8424,145.0184,511000
"913","Toorak","u","Williams",3142,1,1,1,0,64,1965,-37.83732,145.01164,550000
"914","Toorak","u","Rodney",3142,2,1,1,0,62,1970,-37.8474,145.0078,450000
"915","Toorak","u","hockingstuart",3142,2,1,1,713,60,1975,-37.84301,145.02641,682000
"916","Toorak","u","Jellis",3142,1,1,1,0,57,1970,-37.8373,145.0116,541000
"917","Toorak","u","Williams",3142,1,1,1,0,38,1958,-37.8369,145.0077,349000
"918","Toorak","u","Jellis",3142,1,1,1,0,35,1967,-37.8464,145.0074,366000
"919","Windsor","h","Kay",3181,3,2,2,754,177.8,1905,-37.85679,145.00089,2080000
"920","Windsor","h","Jellis",3181,3,1,1,188,150,1907,-37.85277,144.98485,1425000
"921","Windsor","h","Biggin",3181,3,2,1,138,147,2000,-37.8556,144.995,1540000
"922","Windsor","h","Marshall",3181,3,1,4,440,144,1895,-37.8528,144.9994,2302000
"923","Windsor","h","Gary",3181,4,2,2,1806,144,1990,-37.85688,144.99854,1350000
"924","Windsor","h","Marshall",3181,2,2,2,521,122,2000,-37.8543,144.9939,1177000
"925","Windsor","h","Paul",3181,3,1,2,317,112,1900,-37.856,144.9891,1370000
"926","Windsor","u","hockingstuart",3181,3,2,2,0,112,2000,-37.8526,144.9977,830000
"927","Windsor","u","Jellis",3181,2,2,1,0,111,2007,-37.8563,144.9916,1200000
"928","Windsor","h","Jellis",3181,2,1,1,157,101,1900,-37.8522,144.986,1350000
"929","Windsor","h","Jellis",3181,2,1,2,0,96,1928,-37.8518,144.9868,1500000
"930","Windsor","u","hockingstuart",3181,2,1,1,1452,96,1970,-37.8554,145.0018,6e+05
"931","Windsor","u","Fletchers",3181,2,1,1,0,92,1930,-37.8577,145.0002,8e+05
"932","Windsor","u","Woodards",3181,2,1,1,774,90,1945,-37.8582,144.9979,854000
"933","Windsor","h","Marshall",3181,3,3,1,143,89,1890,-37.8525,144.9881,1910000
"934","Windsor","u","Biggin",3181,2,1,1,0,83,1970,-37.8559,144.999,6e+05
"935","Windsor","u","hockingstuart",3181,2,1,1,0,79,1965,-37.8559,144.999,585000
"936","Windsor","u","Jellis",3181,2,2,1,0,78,2012,-37.8558,144.9903,580000
"937","Windsor","u","Hodges",3181,2,1,1,598,75,1940,-37.8564,144.9971,611000
"938","Windsor","u","hockingstuart",3181,2,1,1,0,71,1970,-37.8555,145.0018,380000
"939","Windsor","u","Beller",3181,2,1,1,0,66,1985,-37.8552,145.0005,474000
"940","Windsor","u","hockingstuart",3181,2,1,1,0,61.6,2012,-37.85581,144.99025,560000
"941","Windsor","h","hockingstuart",3181,2,1,1,136,58,1892,-37.85542,144.99571,957500
"942","Windsor","u","Buxton",3181,1,1,1,0,51,1960,-37.85687,144.99748,410000
"943","Windsor","u","Noel",3181,1,1,1,0,51,2005,-37.8571,144.9979,501000
"944","Windsor","u","Kay",3181,1,1,0,0,48,1975,-37.8508,144.984,350000
"945","Windsor","u","Marshall",3181,1,1,1,0,46,1974,-37.8568,145.0004,452000
"946","Windsor","u","Gary",3181,1,1,1,0,44,1970,-37.8564,145.0016,275000
